147.1181731710094
1.5996709390019532
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
a,(30, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
b,(21, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
c,(35, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
d,(20, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
e,(21, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
f,(26, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
g,(22, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
h,(33, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
i,(25, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
j,(29, 2)
